Date,SP500_RV,DJ_RV,RV_daily_SP500,RV_weekly_SP500,RV_monthly_SP500,RV_daily_DJ,RV_weekly_DJ,RV_monthly_DJ
2000-02-03,0.0002582854621261,0.0001480776196918,0.0001848556268073,0.00025689507511012004,0.00018145385076086005,0.0001477047934654,0.00018242070363644003,0.0001368752884952838
2000-02-04,0.0001244326799346,9.28131181502438e-05,0.0002582854621261,0.0002593301210895,0.00018425472979132824,0.0001480776196918,0.00017724717358168001,0.0001376857024222838
2000-02-07,0.0001087896359546,9.17878082278773e-05,0.0001244326799346,0.00020616469401856001,0.0001800742694279737,9.28131181502438e-05,0.00013987647344120875,0.00013258679987320396
2000-02-08,8.26358786032839e-05,7.82590066426381e-05,0.0001087896359546,0.00017637011094478002,0.00017000069476940096,9.17878082278773e-05,0.00012025723086502424,0.0001277763312445302
2000-02-09,0.0001344010135608,9.20084330329627e-05,8.26358786032839e-05,0.0001517998566851768,0.00016679917223513658,7.82590066426381e-05,0.00011172846923559183,0.00012611970294132738
2000-02-10,0.0001715533330868,0.0001033439697042,0.0001344010135608,0.0001417089340358768,0.00016720276694104114,9.20084330329627e-05,0.00010058919714910437,0.00012469594133459385
2000-02-11,0.0002014586941179,0.0001444755847509,0.0001715533330868,0.00012436250822801679,0.00017020471776979117,0.0001033439697042,9.164246715158438e-05,0.0001258279497535637
2000-02-14,0.0001551507857368,9.6888329765901e-05,0.0002014586941179,0.00013976771106467676,0.00017511588264371473,0.0001444755847509,0.0001019749604717156,0.00012922163361840598
2000-02-15,0.0002062037807735,0.0001247615221203,0.0001551507857368,0.00014903994102111678,0.00017482540199095109,9.6888329765901e-05,0.00010299506477932036,0.00012920723371258392
2000-02-16,0.0001397198640161,9.44585014268503e-05,0.0002062037807735,0.00017375352145516002,0.00017898947504617382,0.0001247615221203,0.00011229556787485274,0.00013185739202346036
2000-02-17,0.0001919246419051,0.0002392212961592,0.0001397198640161,0.00017481729154622002,0.0001810645243461961,9.44585014268503e-05,0.00011278558155363027,0.00013250427339021363
2000-02-18,0.0002504726130062,0.0001715701408084,0.0001919246419051,0.00017889155330988,0.00018509218149309606,0.0002392212961592,0.00013996104684463025,0.00013797143463921817
2000-02-22,0.0002420196251474,0.0002264811669771,0.0002504726130062,0.00018869433708754,0.00019315984973725385,0.0001715701408084,0.00014537995805613026,0.00014288781437785567
2000-02-23,0.0001615145424316,0.0001601603137044,0.0002420196251474,0.00020606810496966,0.0001971866511716538,0.0002264811669771,0.00017129852549837006,0.0001459112307797011
2000-02-24,0.0004668891318272,0.0003603325226898,0.0001615145424316,0.00019713025730128003,0.00019989322137716292,0.0001601603137044,0.00017837828381519005,0.00014999212887528205
2000-02-25,0.0003497489908152,0.0002943571259577,0.0004668891318272,0.0002625641108635,0.0002088896254456811,0.0003603325226898,0.00023155308806778,0.00015396070362595025
2000-02-28,0.0003029520436672,0.0003316584819201,0.0003497489908152,0.00029412898064552003,0.00021221700546825834,0.0002943571259577,0.00024258025402748,0.0001597885220036321
2000-02-29,0.0001390161012201,0.0001449102628379,0.0003029520436672,0.00030462486677772005,0.00021966491328459018,0.0003316584819201,0.00027459792224982,0.00017103447545057152
2000-03-01,0.0001946795785218,0.0001406977274882,0.0001390161012201,0.00028402416199226,0.00021479699823872197,0.0001449102628379,0.00025828374142198,0.00016971470239931241
2000-03-02,0.0001523481481207,9.54908661968193e-05,0.0001946795785218,0.0002906571692103,0.0002059069874765629,0.0001406977274882,0.00025439122417874,0.00016339793461002153
2000-03-03,0.0001018761726768,0.0002045143255835,0.0001523481481207,0.000227748972469,0.00020111542369461745,9.54908661968193e-05,0.00020142289288014383,0.00015910733665947693
2000-03-06,0.0001297632968638,8.76914565465403e-05,0.0001018761726768,0.00017817440884132,0.00019640583382077653,0.0002045143255835,0.00018345433280530387,0.0001629078598773724
2000-03-07,0.0004263552610975,0.0005911833647393,0.0001297632968638,0.00014353665948063998,0.0001939016370051629,8.76914565465403e-05,0.00013466092773059194,0.00016017998092651513
2000-03-09,0.0001800180915142,0.0001521643682777,0.0004263552610975,0.00020100449145612,0.00020154117332204472,0.0005911833647393,0.00022391554811087194,0.00018032115115594691
2000-03-10,0.0002036454757387,0.0001840799803371,0.0001800180915142,0.0001980721940546,0.00020406778293929927,0.0001521643682777,0.0002262088762687719,0.0001830189352526495
2000-03-13,0.0003018410827031,0.0004768088454769,0.0002036454757387,0.00020833165957820002,0.00020837941202039474,0.0001840799803371,0.00024392669909682803,0.0001872140339848869
2000-03-14,0.0002935985594947,0.0001625858271443,0.0003018410827031,0.00024832464158346,0.00021834328493402274,0.0004768088454769,0.000298385603075508,0.00020532993575008058
2000-03-20,0.0001164020823117,0.00010496880055,0.0002935985594947,0.00028109169410963996,0.00022557953702192726,0.0001625858271443,0.00031336447719506,0.00020853799911877777
2000-03-21,0.0002769288204978,0.0001425119390514,0.0001164020823117,0.00021910105835248,0.00022307266198669544,0.00010496880055,0.00021612156435719997,0.00020861185506631413
2000-03-22,0.000151315932474,8.84768961736576e-05,0.0002769288204978,0.00023848320414919999,0.00022650312227669088,0.0001425119390514,0.00021419107851193995,0.00020852259844360958
2000-03-23,0.0001739123064197,0.0001567860832115,0.000151315932474,0.00022801729549625998,0.0002263288107647454,8.84768961736576e-05,0.0001950704616792515,0.0002081402605530531
2000-03-24,0.0002207100914281,0.0001717020792494,0.0001739123064197,0.00020243154023958,0.00022486101647593634,0.0001567860832115,0.0001310659092261715,0.00020959592242083487
2000-03-27,0.0001287203495207,9.21342699933878e-05,0.0002207100914281,0.00018785384662626002,0.00022854239044920908,0.0001717020792494,0.00013288915964719148,0.0002131069941400417
2000-03-29,0.0002084609286867,0.0001380590593612,0.0001287203495207,0.00019031750006806,0.00022566946806810002,9.21342699933878e-05,0.00013032225353586907,0.00020642122022341387
2000-03-30,0.0003078321276355,0.0001941899826793,0.0002084609286867,0.00017662392170584,0.00022375984605357724,0.0001380590593612,0.00012943167759782906,0.00020489798924854113
2000-03-31,0.0003091183750506,0.0002016544345931,0.0003078321276355,0.00020792716073814,0.00022675132343940002,0.0001941899826793,0.00015057429489895752,0.0002034302081440957
2000-04-03,0.000310655597699,0.0002359100570127,0.0003091183750506,0.00023496837446432,0.00023346058855844545,0.0002016544345931,0.00015954796517527755,0.0002053163045481275
2000-04-04,0.0017016199212858,0.0009836347191509,0.000310655597699,0.0002529574757185,0.0002263590642798909,0.0002359100570127,0.00017238956072793756,0.00019966073792644114
2000-04-05,0.0006674003610914,0.0003194984489225,0.0017016199212858,0.0005675373900715199,0.0002878077429376455,0.0009836347191509,0.00035068965055944,0.00023099153761704116
2000-04-06,0.0001668081312757,0.0001416429617851,0.0006674003610914,0.0006593252765524601,0.00030437357554783637,0.0003194984489225,0.0003869775284717,0.00023043880884442294
2000-04-07,0.0001142963744623,9.97301377547641e-05,0.0001668081312757,0.0006311204772804999,0.00030563684964127273,0.0001416429617851,0.00037646812429286,0.00023029029516020478
2000-04-10,0.000200178475292,0.0001154874259495,0.0001142963744623,0.0005921560771628401,0.00030198306763856817,9.97301377547641e-05,0.0003560832649251928,0.00022842813199050314
2000-04-11,0.0003774668984063,0.0002497540951013,0.000200178475292,0.0005700606526814401,0.0003041571734190818,0.0001154874259495,0.00033199873871255284,0.0002293370665247159
2000-04-13,0.0005262266571691,0.000308689596359,0.0003774668984063,0.00030523004810554004,0.00031668402458860456,0.0002497540951013,0.00018522261390263283,0.0002313934196846159
2000-04-14,0.001567110355616,0.0009240804330077,0.0005262266571691,0.0002769953073210801,0.0003347050864206636,0.000308689596359,0.0001830608433899328,0.00024143878967609135
2000-04-17,0.0008939364468924,0.0005688361194156,0.001567110355616,0.0005570557521891401,0.00038655759071695906,0.0009240804330077,0.00033954833763445285,0.00025657047459738225
2000-04-18,0.0003810583670989,0.0001962420692915,0.0008939364468924,0.00071298376667516,0.0004190084250523319,0.0005688361194156,0.00043336953396662,0.00027551009964910496
2000-04-19,0.0002315176686704,0.0001425410429613,0.0003810583670989,0.0007491597450365401,0.00042707264738688636,0.0001962420692915,0.00044952046263502,0.00027606292187430496
2000-04-20,0.0001854567917514,7.5360479801832e-05,0.0002315176686704,0.00071996989908936,0.00042387612856721813,0.0001425410429613,0.00042807785220702003,0.0002608689308508686
2000-04-24,0.0003084171064336,0.0003600694624533,0.0001854567917514,0.00065181592600582,0.00041896059366979547,7.5360479801832e-05,0.0003814120288955864,0.0002569041423353019
2000-04-25,0.0001609656511111,0.0001351132876365,0.0003084171064336,0.00040007727616934,0.0004276885493117,0.0003600694624533,0.0002686098347847064,0.00026849962696727004
2000-04-26,0.0001989084262383,0.0001120374732429,0.0001609656511111,0.00025348311701308,0.0004224174961577591,0.0001351132876365,0.0001818652684288864,0.0002681633246302292
2000-04-27,0.0006319765883477,0.0003763213312389,0.0001989084262383,0.00021705312884096,0.00042458079132886363,0.0001120374732429,0.00016502434921916639,0.0002692342599515583
2000-04-28,0.0002320218719458,0.0001529377503079,0.0006319765883477,0.00029714491277642,0.0004454018950528637,0.0003763213312389,0.0002117804068746864,0.0002792131348618947
